lambda,x_opt,f_opt,hessian,local_cov
0.035007001400280055,-1.8949789957991598,0.15201680063958378,-8.999999999981245,0.005005247403832848
0.03520704140828165,-1.894378875775155,0.1528537753960074,-9.000000000009,0.007189092431786983
0.03540708141628326,-1.8937787557511503,0.15369039000838777,-9.000000000036756,0.008197652743167801
0.035607121424284856,-1.8931786357271454,0.1545266444767249,-8.999999999981245,0.00713643595102303
0.03580716143228646,-1.8925785157031405,0.15536253880101886,-8.999999999925734,0.00743826381496753
0.03600720144028806,-1.8919783956791358,0.15619807298126956,-8.999999999981245,0.007933786910569942
0.036207241448289657,-1.891378275655131,0.15703324701747712,-9.000000000009,0.005818695750500686
0.03640728145629126,-1.8907781556311263,0.15786806090964142,-9.000000000036756,0.0068290650859848985
0.03660732146429286,-1.8901780356071214,0.15870251465776253,-9.000000000009,0.008310986939728652
0.03680736147229446,-1.8895779155831167,0.15953660826184043,-9.000000000009,0.008369648304460171
0.03700740148029606,-1.8889777955591118,0.1603703417218751,-9.000000000009,0.00660046196455621
0.03720744148829766,-1.888377675535107,0.16120371503786657,-9.000000000036756,0.006817247519827976
0.03740748149629926,-1.8877775555111023,0.1620367282098148,-9.000000000036756,0.007371173423062021
0.03760752150430086,-1.8871774354870974,0.16286938123771985,-9.000000000009,0.00799914329005206
0.03780756151230246,-1.8865773154630927,0.16370167412158168,-8.999999999981245,0.008053816142168845
0.03800760152030406,-1.8859771954390878,0.16453360686140023,-8.999999999897978,0.007404770047041493
0.038207641528305664,-1.885377075415083,0.16536517945717574,-9.000000000064512,0.008047240080307905
0.03840768153630726,-1.8847769553910783,0.1661963919089079,-9.000000000036756,0.005688696618856041
0.03860772154430886,-1.8841768353670736,0.16702724421659682,-8.999999999870223,0.006501244637802846
0.038807761552310464,-1.8835767153430687,0.16785773638024268,-9.000000000009,0.0054289656340625655
0.03900780156031206,-1.8829765953190638,0.1686878683998452,-9.000000000036756,0.007639132040543149
0.03920784156831366,-1.882376475295059,0.16951764027540459,-9.000000000064512,0.005084268783926695
0.039407881576315265,-1.8817763552710542,0.17034705200692069,-8.999999999981245,0.009087667882925572
0.03960792158431686,-1.8811762352470496,0.17117610359439359,-8.999999999897978,0.006960151637616953
0.03980796159231846,-1.8805761152230447,0.17200479503782337,-9.000000000064512,0.006684306849476348
0.040008001600320066,-1.8799759951990398,0.17283312633720985,-9.000000000009,0.0061487893309437195
0.040208041608321664,-1.879375875175035,0.17366109749255315,-9.000000000036756,0.008380500347596161
0.04040808161632326,-1.8787757551510302,0.17448870850385317,-9.000000000009,0.0050219763007548724
0.04060812162432487,-1.8781756351270256,0.17531595937111005,-8.999999999897978,0.004981619606722107
0.040808161632326465,-1.8775755151030207,0.17614285009432376,-9.000000000036756,0.006500271121170395
0.04100820164032806,-1.8769753950790158,0.17696938067349413,-8.999999999981245,0.007059366589408026
0.04120824164832967,-1.876375275055011,0.17779555110862144,-9.000000000036756,0.0073814829091902135
0.041408281656331265,-1.8757751550310062,0.17862136139970541,-8.999999999981245,0.007785078226541729
0.04160832166433287,-1.8751750350070016,0.17944681154674624,-8.999999999981245,0.007796156717478116
0.04180836167233447,-1.8745749149829967,0.18027190154974385,-9.000000000009,0.0070565531676277235
0.042008401680336066,-1.8739747949589918,0.1810966314086982,-8.99999999995349,0.005272451697406311
0.04220844168833767,-1.8733746749349869,0.18192100112360945,-9.000000000064512,0.006288330424868544
0.04240848169633927,-1.8727745549109822,0.18274501069447738,-9.000000000036756,0.004060269242028554
0.04260852170434087,-1.8721744348869775,0.18356866012130207,-8.999999999981245,0.007009369174518701
0.04280856171234247,-1.8715743148629727,0.18439194940408368,-8.999999999981245,0.007811963398701415
0.04300860172034407,-1.8709741948389678,0.18521487854282195,-8.999999999981245,0.00853882338778852
0.04320864172834567,-1.8703740748149629,0.18603744753751714,-9.000000000036756,0.007695694948428741
0.04340868173634727,-1.8697739547909582,0.18685965638816904,-9.000000000092268,0.005294273487145419
0.04360872174434887,-1.8691738347669535,0.18768150509477768,-8.999999999981245,0.00689589056593134
0.04380876175235047,-1.8685737147429486,0.18850299365734322,-8.999999999981245,0.007583187109519509
0.04400880176035207,-1.8679735947189438,0.18932412207586544,-8.99999999995349,0.0073055679280595726
0.04420884176835367,-1.8673734746949389,0.19014489035034454,-9.000000000009,0.00849598582361311
0.04440888177635527,-1.8667733546709342,0.1909652984807804,-9.000000000064512,0.007362550683382883
0.044608921784356874,-1.8661732346469295,0.191785346467173,-9.000000000009,0.006476670721248406
0.04480896179235847,-1.8655731146229246,0.19260503430952244,-8.999999999981245,0.007494843707055746
0.04500900180036007,-1.8649729945989197,0.19342436200782862,-8.999999999981245,0.007730823723481595
0.045209041808361675,-1.8643728745749149,0.1942433295620917,-9.000000000092268,0.008092544903298148
0.04540908181636327,-1.8637727545509102,0.19506193697231142,-8.999999999925734,0.007711188921569791
0.04560912182436487,-1.8631726345269055,0.195880184238488,-8.99999999995349,0.007441921213980393
0.045809161832366475,-1.8625725145029006,0.19669807136062142,-9.000000000009,0.006713956590568835
0.04600920184036807,-1.8619723944788957,0.19751559833871152,-8.99999999995349,0.006279336010639364
0.04620924184836967,-1.8613722744548908,0.19833276517275852,-9.000000000036756,0.008537745782991286
0.046409281856371276,-1.8607721544308862,0.19914957186276225,-9.000000000036756,0.0064572447745447365
0.046609321864372874,-1.8601720344068815,0.19996601840872272,-8.999999999981245,0.005581594066410052
0.04680936187237447,-1.8595719143828766,0.20078210481064007,-9.000000000064512,0.007342233682120062
0.04700940188037608,-1.8589717943588717,0.20159783106851414,-8.999999999981245,0.005837050102572737
0.047209441888377675,-1.8583716743348668,0.20241319718234507,-9.000000000009,0.0066003890543702235
0.04740948189637927,-1.8577715543108622,0.20322820315213272,-9.000000000009,0.005789208878253522
0.04760952190438088,-1.8571714342868575,0.20404284897787717,-8.999999999981245,0.008268075342033266
0.047809561912382476,-1.8565713142628526,0.20485713465957847,-9.000000000036756,0.007544053072770424
0.048009601920384073,-1.8559711942388477,0.20567106019723644,-8.99999999995349,0.00776202886850347
0.04820964192838568,-1.8553710742148428,0.20648462559085135,-8.999999999981245,0.00862618642695186
0.048409681936387276,-1.8547709541908382,0.20729783084042294,-8.99999999995349,0.007593626441285449
0.04860972194438888,-1.8541708341668335,0.20811067594595134,-8.999999999981245,0.006822834135320105
0.04880976195239048,-1.8535707141428286,0.2089231609074366,-9.000000000064512,0.006816306808122224
0.04900980196039208,-1.8529705941188237,0.20973528572487848,-8.999999999897978,0.007200877031835426
0.04920984196839368,-1.8523704740948188,0.2105470503982773,-8.999999999981245,0.006555993424738445
0.04940988197639528,-1.8517703540708141,0.21135845492763286,-8.99999999995349,0.006161358645278952
0.04960992198439688,-1.8511702340468095,0.21216949931294518,-8.999999999981245,0.008019962262904107
0.04980996199239848,-1.8505701140228046,0.2129801835542144,-9.000000000036756,0.0066341670260853325
0.05001000200040008,-1.8499699939987997,0.21379050765144025,-9.000000000036756,0.007870898611379231
0.05021004200840168,-1.8493698739747948,0.21460047160462298,-9.000000000009,0.006756295421674876
0.05041008201640328,-1.8487697539507901,0.21541007541376248,-8.99999999995349,0.00945998704323416
0.05061012202440488,-1.8481696339267855,0.21621931907885875,-8.99999999995349,0.006658309877283694
0.05081016203240648,-1.8475695139027806,0.2170282025999119,-9.000000000064512,0.008051071641362754
0.051010202040408084,-1.8469693938787757,0.21783672597692172,-8.99999999995349,0.008662938122224649
0.05121024204840968,-1.8463692738547708,0.21864488920988842,-9.000000000120023,0.0063399753680498765
0.05141028205641128,-1.8457691538307661,0.21945269229881179,-8.999999999870223,0.006752501403463506
0.051610322064412885,-1.8451690338067614,0.22026013524369206,-9.000000000036756,0.0073186047609435515
0.05181036207241448,-1.8445689137827566,0.2210672180445291,-9.000000000009,0.007870665908645685
0.05201040208041608,-1.8439687937587517,0.22187394070132285,-8.99999999995349,0.008577087872406386
0.052210442088417686,-1.8433686737347468,0.22268030321407353,-9.000000000064512,0.007466169790438331
0.052410482096419284,-1.842768553710742,0.2234863055827809,-8.999999999981245,0.00816747385791699
0.05261052210442088,-1.8421684336867374,0.22429194780744505,-9.000000000009,0.008384254022731847
0.052810562112422486,-1.8415683136627325,0.2250972298880661,-9.000000000092268,0.006300646047849807
0.053010602120424084,-1.8409681936387277,0.22590215182464374,-8.99999999995349,0.007073693293747321
0.05321064212842568,-1.840368073614723,0.22670671361717834,-9.000000000120023,0.007215892657368616
0.05341068213642729,-1.839767953590718,0.22751091526566966,-8.999999999925734,0.007272268982918364
0.053610722144428885,-1.8391678335667134,0.2283147567701177,-8.999999999897978,0.006522400436298413
0.05381076215243048,-1.8385677135427085,0.2291182381305227,-9.000000000036756,0.006252237373312414
0.05401080216043209,-1.8379675935187036,0.22992135934688437,-9.000000000036756,0.005977576442088833
0.054210842168433686,-1.837367473494699,0.23072412041920287,-9.000000000064512,0.007001352027371018
0.05441088217643529,-1.836767353470694,0.23152652134747817,-9.000000000009,0.010647928866485535
0.05461092218443689,-1.8361672334466894,0.23232856213171013,-8.999999999870223,0.010053626629651057
0.05481096219243849,-1.8355671134226845,0.2331302427718991,-9.000000000064512,0.006322007770160879
0.05501100220044009,-1.8349669933986796,0.23393156326804465,-8.999999999925734,0.003944702360191422
0.05521104220844169,-1.834366873374675,0.2347325236201471,-8.99999999995349,0.008404457846070754
0.05541108221644329,-1.83376675335067,0.23553312382820635,-9.000000000009,0.008804501486991113
0.05561112222444489,-1.8331666333266654,0.23633336389222231,-8.999999999981245,0.0066865150959066035
0.05581116223244649,-1.8325665133026605,0.2371332438121952,-9.000000000120023,0.007296942674991725
0.05601120224044809,-1.8319663932786558,0.23793276358812468,-8.99999999995349,0.005022185321897484
0.05621124224844969,-1.831366273254651,0.2387319232200111,-9.000000000064512,0.007170383208767009
0.05641128225645129,-1.830766153230646,0.23953072270785425,-8.99999999995349,0.005787873493624379
0.05661132226445289,-1.8301660332066414,0.2403291620516541,-8.999999999897978,0.005812740320513888
0.056811362272454494,-1.8295659131826365,0.24112724125141097,-9.000000000036756,0.008622296335833545
0.05701140228045609,-1.8289657931586318,0.24192496030712446,-9.000000000064512,0.005381881880621969
0.05721144228845769,-1.828365673134627,0.24272231921879475,-9.000000000036756,0.007455622804451027
0.057411482296459294,-1.827765553110622,0.24351931798642185,-8.99999999995349,0.006697800899619721
0.05761152230446089,-1.8271654330866174,0.24431595661000569,-8.999999999925734,0.008917271105623915
0.05781156231246249,-1.8265653130626125,0.2451122350895464,-8.99999999995349,0.0074822626858761015
0.058011602320464095,-1.8259651930386078,0.2459081534250439,-9.000000000064512,0.006458392003933822
0.05821164232846569,-1.825365073014603,0.24670371161649812,-9.000000000036756,0.006193512942116629
0.05841168233646729,-1.824764952990598,0.2474989096639092,-9.000000000009,0.0068775451212932884
0.058611722344468896,-1.8241648329665934,0.24829374756727698,-8.999999999981245,0.007930362913499864
0.058811762352470494,-1.8235647129425885,0.2490882253266017,-9.000000000064512,0.007180280306757716
0.05901180236047209,-1.8229645929185838,0.24988234294188302,-9.000000000036756,0.006629970802745272
0.0592118423684737,-1.822364472894579,0.25067610041312127,-9.000000000120023,0.006314056483784618
0.059411882376475295,-1.821764352870574,0.2514694977403162,-8.999999999870223,0.008753128225758662
0.05961192238447689,-1.8211642328465694,0.25226253492346795,-8.999999999981245,0.006328447431580323
0.0598119623924785,-1.8205641128225645,0.2530552119625766,-9.000000000009,0.009219291035262122
0.060012002400480095,-1.8199639927985598,0.2538475288576419,-9.000000000064512,0.008189561687225294
0.06021204240848169,-1.819363872774555,0.254639485608664,-9.000000000036756,0.008440595444869947
0.0604120824164833,-1.81876375275055,0.255431082215643,-8.999999999981245,0.007632126605165824
